País;Categoría;año;Valor
República de Corea;18 CACAO Y SUS PREPARACIONES;2013;30522,47
República de Corea;19 PRODUC. DE CEREALES, DE PASTEL;2013;190754,17
República de Corea;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;44311,32
República de Corea;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;87070,02
República de Corea;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;345133,24
República de Corea;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
República de Corea;24 TABACO Y SUS SUCEDÁNEOS;2013;
República de Corea;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;51944,3
República de Corea;26 MINERALES, ESCORIAS Y CENIZAS;2013;2564,49
República de Corea;27 COMBUSTIBLES, ACEITES MINERAL.;2013;1291309,25
República de Corea;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;6065729,68
República de Corea;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;48584089,04
República de Corea;30 PRODUCTOS FARMACÉUTICOS;2013;3784796,87
República de Corea;31 ABONOS;2013;8,97
República de Corea;32 TANINO, MATERIAS COLORANTES, P;2013;2523209,17
República de Corea;33 ACEITES ESENCIALES, PERFUMER.;2013;1970191,37
República de Corea;34 JABONES, LUBRICANTES, CERAS;2013;1677405,53
República de Corea;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;243068,91
República de Corea;36 PÓLVORAS Y EXPLOSIVOS;2013;122160,4
República de Corea;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;373673,32
República de Corea;38 OTROS PRODUCTOS QUÍMICOS;2013;3722098,99
República de Corea;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;138098491,3
República de Corea;40 CAUCHO Y SUS MANUFACTURAS;2013;82518806,55
República de Corea;41 PIELES (EXC. PELETER.), CUEROS;2013;58251,91
República de Corea;42 MANUFACT. DE CUERO, MARROQUINE;2013;1719764,3
República de Corea;43 PELETERÍA Y SUS CONFECCIONES;2013;1803,24
República de Corea;44 MADERA Y SUS MANUFACTURAS;2013;9695,26
República de Corea;45 CORCHO Y SUS MANUFACTURAS;2013;30
República de Corea;46 MANUFACTURAS DE CESTERÍA;2013;121140,04
República de Corea;47 PASTA DE MADERA, PAPEL RECICL.;2013;103,11
República de Corea;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;3556558,91
República de Corea;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;1354218,86
República de Corea;50 SEDA;2013;235465,88
República de Corea;51 LANA Y PELO FINO;2013;
República de Corea;52 ALGODÓN;2013;1014606,62
República de Corea;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;111843,14
República de Corea;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;54687950,67
República de Corea;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;24525976,13
República de Corea;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;2444511,52
República de Corea;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;48350,07
República de Corea;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;1282972,54
República de Corea;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;6136072,25
República de Corea;60 TEJIDOS DE PUNTO;2013;11333760,34
República de Corea;61 PRENDAS DE VESTIR, DE PUNTO;2013;2244042,18
República de Corea;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;912932,61
República de Corea;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;2462195,67
República de Corea;64 CALZADO, SUS PARTES;2013;815262,69
República de Corea;65 ARTÍCULOS DE SOMBRERERÍA;2013;63069,85
República de Corea;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;3928,21
República de Corea;67 PLUMAS Y PLUMÓN PREPARADOS;2013;120683,42
República de Corea;68 MANUFACTURAS DE PIEDRA, YESO;2013;5557317,55
República de Corea;69 PRODUCTOS CERÁMICOS;2013;512548,41
República de Corea;70 VIDRIO Y SUS MANUFACTURAS;2013;638983,46
República de Corea;71 PIEDRA, METAL. PRECIO., JOYER.;2013;5441842,98
República de Corea;72 FUNDICIÓN, HIERRO Y ACERO;2013;71628325,86
República de Corea;73 MANUF. DE FUNDIC., HIER./ACERO;2013;22936828,31
República de Corea;74 COBRE Y SUS MANUFACTURAS;2013;10167442,16
República de Corea;75 NÍQUEL Y SUS MANUFACTURAS;2013;3212864,9
República de Corea;76 ALUMINIO Y SUS MANUFACTURAS;2013;1972371,16
República de Corea;78 PLOMO Y SUS MANUFACTURAS;2013;
República de Corea;79 CINC Y SUS MANUFACTURAS;2013;8477,45
República de Corea;80 ESTAÑO Y SUS MANUFACTURAS;2013;170704,6
República de Corea;81 OTROS METAL. COMUNES, CERMETS;2013;1222407,91
República de Corea;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;23191285,96
República de Corea;83 MANUFACT. DIVERSAS DE METALES;2013;4063888,08
República de Corea;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;151925346,3
República de Corea;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;289589663,4
República de Corea;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;57565,13
República de Corea;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;510221086
República de Corea;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;16929702,37
República de Corea;89 BARCOS Y EMBARCACIONES;2013;228874,17
República de Corea;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;22429182,93
República de Corea;91 RELOJERÍA;2013;168998,42
República de Corea;92 INSTRUMENTOS MUSICALES;2013;420609,3
República de Corea;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;7485410,27
República de Corea;94 MUEBLES, SILLAS, LÁMPARAS;2013;3230980,26
República de Corea;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;2424813,2
República de Corea;96 MANUFACTURAS DIVERSAS;2013;6395489,64
República de Corea;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;40775,69
República de Corea;98 CONJUNT. INDUST., REGL. 840/96;2013;
República de Corea;99 CONJUNT. DE OTROS PRODUCTOS;2013;5118679,64
Arabia Saudí;00 COMERCIO CONFIDENCIAL;2013;
Arabia Saudí;01 ANIMALES VIVOS;2013;
Arabia Saudí;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Arabia Saudí;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;
Arabia Saudí;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Arabia Saudí;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Arabia Saudí;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;336,68
Arabia Saudí;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;422,21
Arabia Saudí;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;58645,53
Arabia Saudí;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;194,27
Arabia Saudí;10 CEREALES;2013;403,94
Arabia Saudí;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Arabia Saudí;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;263444,08
Arabia Saudí;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Arabia Saudí;14 MATERIAS TRENZABLES;2013;
Arabia Saudí;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;882033,44
Arabia Saudí;16 CONSERVAS DE CARNE O PESCADO;2013;
Arabia Saudí;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;108900,84
Arabia Saudí;18 CACAO Y SUS PREPARACIONES;2013;
Arabia Saudí;19 PRODUC. DE CEREALES, DE PASTEL;2013;16
Arabia Saudí;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;513,56
Arabia Saudí;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;643,13
Arabia Saudí;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;220
Arabia Saudí;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Arabia Saudí;24 TABACO Y SUS SUCEDÁNEOS;2013;
Arabia Saudí;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;56104,72
Arabia Saudí;26 MINERALES, ESCORIAS Y CENIZAS;2013;364586,22
Arabia Saudí;27 COMBUSTIBLES, ACEITES MINERAL.;2013;5347326947
Arabia Saudí;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;1516086,65
Arabia Saudí;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;184616238,3
Arabia Saudí;30 PRODUCTOS FARMACÉUTICOS;2013;912,77
Arabia Saudí;31 ABONOS;2013;
Arabia Saudí;32 TANINO, MATERIAS COLORANTES, P;2013;252770,16
Arabia Saudí;33 ACEITES ESENCIALES, PERFUMER.;2013;178263,23
Arabia Saudí;34 JABONES, LUBRICANTES, CERAS;2013;13658,27
Arabia Saudí;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;1424,98
Arabia Saudí;36 PÓLVORAS Y EXPLOSIVOS;2013;
Arabia Saudí;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Arabia Saudí;38 OTROS PRODUCTOS QUÍMICOS;2013;9666,98
Arabia Saudí;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;291902821,2
Arabia Saudí;40 CAUCHO Y SUS MANUFACTURAS;2013;14795,64
Arabia Saudí;41 PIELES (EXC. PELETER.), CUEROS;2013;498821,57
Arabia Saudí;42 MANUFACT. DE CUERO, MARROQUINE;2013;12835,46
Arabia Saudí;43 PELETERÍA Y SUS CONFECCIONES;2013;
Arabia Saudí;44 MADERA Y SUS MANUFACTURAS;2013;2143,9
Arabia Saudí;45 CORCHO Y SUS MANUFACTURAS;2013;12292,58
Arabia Saudí;46 MANUFACTURAS DE CESTERÍA;2013;
Arabia Saudí;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Arabia Saudí;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;155996,23
Arabia Saudí;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;23576,69
Arabia Saudí;50 SEDA;2013;
Arabia Saudí;51 LANA Y PELO FINO;2013;
Arabia Saudí;52 ALGODÓN;2013;398,28
Arabia Saudí;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Arabia Saudí;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;177120,53
Arabia Saudí;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;
Arabia Saudí;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;4165547,91
Arabia Saudí;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;42818,71
Arabia Saudí;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;89,66
Arabia Saudí;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;276,68
Arabia Saudí;60 TEJIDOS DE PUNTO;2013;
Arabia Saudí;61 PRENDAS DE VESTIR, DE PUNTO;2013;60550,25
Arabia Saudí;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;90721,05
Arabia Saudí;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;75,26
Arabia Saudí;64 CALZADO, SUS PARTES;2013;14009,17
Arabia Saudí;65 ARTÍCULOS DE SOMBRERERÍA;2013;24,55
Arabia Saudí;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;106,74
Arabia Saudí;67 PLUMAS Y PLUMÓN PREPARADOS;2013;623,72
Arabia Saudí;68 MANUFACTURAS DE PIEDRA, YESO;2013;166,15
Arabia Saudí;69 PRODUCTOS CERÁMICOS;2013;4363,87
Arabia Saudí;70 VIDRIO Y SUS MANUFACTURAS;2013;951867,95
Arabia Saudí;71 PIEDRA, METAL. PRECIO., JOYER.;2013;32691,1
Arabia Saudí;72 FUNDICIÓN, HIERRO Y ACERO;2013;1206845,13
Arabia Saudí;73 MANUF. DE FUNDIC., HIER./ACERO;2013;63103,3
Arabia Saudí;74 COBRE Y SUS MANUFACTURAS;2013;1270110,82
Arabia Saudí;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Arabia Saudí;76 ALUMINIO Y SUS MANUFACTURAS;2013;2607,49
Arabia Saudí;78 PLOMO Y SUS MANUFACTURAS;2013;200722,8
Arabia Saudí;79 CINC Y SUS MANUFACTURAS;2013;
Arabia Saudí;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Arabia Saudí;81 OTROS METAL. COMUNES, CERMETS;2013;
Arabia Saudí;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;6371,05
Arabia Saudí;83 MANUFACT. DIVERSAS DE METALES;2013;1222,52
Arabia Saudí;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;5667980,68
Arabia Saudí;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;1913288,94
Arabia Saudí;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Arabia Saudí;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;106233,63
Arabia Saudí;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;715052,79
Arabia Saudí;89 BARCOS Y EMBARCACIONES;2013;
Arabia Saudí;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;13880,2
Arabia Saudí;91 RELOJERÍA;2013;3009,45
Arabia Saudí;92 INSTRUMENTOS MUSICALES;2013;
Arabia Saudí;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Arabia Saudí;94 MUEBLES, SILLAS, LÁMPARAS;2013;2353,29
Arabia Saudí;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;614,72
Arabia Saudí;96 MANUFACTURAS DIVERSAS;2013;1423,64
Arabia Saudí;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;
Arabia Saudí;98 CONJUNT. INDUST., REGL. 840/96;2013;
Arabia Saudí;99 CONJUNT. DE OTROS PRODUCTOS;2013;97767,94
Swazilandia;00 COMERCIO CONFIDENCIAL;2013;
Swazilandia;01 ANIMALES VIVOS;2013;
Swazilandia;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Swazilandia;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;
Swazilandia;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Swazilandia;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Swazilandia;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;
Swazilandia;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;
Swazilandia;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;15460,64
Swazilandia;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;
Swazilandia;10 CEREALES;2013;
Swazilandia;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Swazilandia;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;
Swazilandia;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Swazilandia;14 MATERIAS TRENZABLES;2013;
Swazilandia;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;
Swazilandia;16 CONSERVAS DE CARNE O PESCADO;2013;
Swazilandia;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;39131767,55
Swazilandia;18 CACAO Y SUS PREPARACIONES;2013;
Swazilandia;19 PRODUC. DE CEREALES, DE PASTEL;2013;
Swazilandia;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;82492,45
Swazilandia;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;
Swazilandia;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;968355,34
Swazilandia;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Swazilandia;24 TABACO Y SUS SUCEDÁNEOS;2013;
Swazilandia;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;
Swazilandia;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Swazilandia;27 COMBUSTIBLES, ACEITES MINERAL.;2013;
Swazilandia;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;
Swazilandia;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;885,3
Swazilandia;30 PRODUCTOS FARMACÉUTICOS;2013;
Swazilandia;31 ABONOS;2013;
Swazilandia;32 TANINO, MATERIAS COLORANTES, P;2013;
Swazilandia;33 ACEITES ESENCIALES, PERFUMER.;2013;82444,25
Swazilandia;34 JABONES, LUBRICANTES, CERAS;2013;334927,77
Swazilandia;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Swazilandia;36 PÓLVORAS Y EXPLOSIVOS;2013;
Swazilandia;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Swazilandia;38 OTROS PRODUCTOS QUÍMICOS;2013;4045,4
Swazilandia;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;26,83
Swazilandia;40 CAUCHO Y SUS MANUFACTURAS;2013;
Swazilandia;41 PIELES (EXC. PELETER.), CUEROS;2013;
Swazilandia;42 MANUFACT. DE CUERO, MARROQUINE;2013;
Swazilandia;43 PELETERÍA Y SUS CONFECCIONES;2013;
Swazilandia;44 MADERA Y SUS MANUFACTURAS;2013;
Swazilandia;45 CORCHO Y SUS MANUFACTURAS;2013;
Swazilandia;46 MANUFACTURAS DE CESTERÍA;2013;17581,5
Swazilandia;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Swazilandia;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;199,37
Swazilandia;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;
Swazilandia;50 SEDA;2013;
Swazilandia;51 LANA Y PELO FINO;2013;
Swazilandia;52 ALGODÓN;2013;
Swazilandia;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Swazilandia;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;
Swazilandia;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;
Swazilandia;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;
Swazilandia;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Swazilandia;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;
Swazilandia;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;
Swazilandia;60 TEJIDOS DE PUNTO;2013;
Swazilandia;61 PRENDAS DE VESTIR, DE PUNTO;2013;
Swazilandia;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;312,69
Swazilandia;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;
Swazilandia;64 CALZADO, SUS PARTES;2013;
Swazilandia;65 ARTÍCULOS DE SOMBRERERÍA;2013;
Swazilandia;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Swazilandia;67 PLUMAS Y PLUMÓN PREPARADOS;2013;
Swazilandia;68 MANUFACTURAS DE PIEDRA, YESO;2013;
Swazilandia;69 PRODUCTOS CERÁMICOS;2013;
Swazilandia;70 VIDRIO Y SUS MANUFACTURAS;2013;
Swazilandia;71 PIEDRA, METAL. PRECIO., JOYER.;2013;
Swazilandia;72 FUNDICIÓN, HIERRO Y ACERO;2013;
Swazilandia;73 MANUF. DE FUNDIC., HIER./ACERO;2013;
Swazilandia;74 COBRE Y SUS MANUFACTURAS;2013;
Swazilandia;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Swazilandia;76 ALUMINIO Y SUS MANUFACTURAS;2013;355608,81
Swazilandia;78 PLOMO Y SUS MANUFACTURAS;2013;
Swazilandia;79 CINC Y SUS MANUFACTURAS;2013;
Swazilandia;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Swazilandia;81 OTROS METAL. COMUNES, CERMETS;2013;
Swazilandia;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;149
Swazilandia;83 MANUFACT. DIVERSAS DE METALES;2013;
Swazilandia;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;1402,14
Swazilandia;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;18020,38
Swazilandia;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Swazilandia;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;
Swazilandia;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;
Swazilandia;89 BARCOS Y EMBARCACIONES;2013;
Swazilandia;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;
Swazilandia;91 RELOJERÍA;2013;67,79
Swazilandia;92 INSTRUMENTOS MUSICALES;2013;
Swazilandia;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Swazilandia;94 MUEBLES, SILLAS, LÁMPARAS;2013;
Swazilandia;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;
Swazilandia;96 MANUFACTURAS DIVERSAS;2013;
Swazilandia;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;
Swazilandia;98 CONJUNT. INDUST., REGL. 840/96;2013;
Swazilandia;99 CONJUNT. DE OTROS PRODUCTOS;2013;
Turquía;00 COMERCIO CONFIDENCIAL;2013;
Turquía;01 ANIMALES VIVOS;2013;
Turquía;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Turquía;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;20611346,9
Turquía;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Turquía;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;1396872,3
Turquía;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;59578,86
Turquía;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;2692021,11
Turquía;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;43207612,72
Turquía;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;1090737,91
Turquía;10 CEREALES;2013;27642432,39
Turquía;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;1565,61
Turquía;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;2929575,89
Turquía;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Turquía;14 MATERIAS TRENZABLES;2013;1357415,3
Turquía;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;33164122,53
Turquía;16 CONSERVAS DE CARNE O PESCADO;2013;233662,9
Turquía;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;6864787,41
Turquía;18 CACAO Y SUS PREPARACIONES;2013;409407,25
Turquía;19 PRODUC. DE CEREALES, DE PASTEL;2013;2144476,33
Turquía;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;23447853,47
Turquía;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;17126994,49
Turquía;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;602,33
Turquía;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;55732,65
Turquía;24 TABACO Y SUS SUCEDÁNEOS;2013;1630354,32
Turquía;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;55682589,92
Turquía;26 MINERALES, ESCORIAS Y CENIZAS;2013;11959643,32
Turquía;27 COMBUSTIBLES, ACEITES MINERAL.;2013;242389062,1
Turquía;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;57307196,47
Turquía;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;61037904,17
Turquía;30 PRODUCTOS FARMACÉUTICOS;2013;4778873,98
Turquía;31 ABONOS;2013;1939408,85
Turquía;32 TANINO, MATERIAS COLORANTES, P;2013;1671390,95
Turquía;33 ACEITES ESENCIALES, PERFUMER.;2013;5061524,67
Turquía;34 JABONES, LUBRICANTES, CERAS;2013;2619259,91
Turquía;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;866789,67
Turquía;36 PÓLVORAS Y EXPLOSIVOS;2013;507128,23
Turquía;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;1308,51
Turquía;38 OTROS PRODUCTOS QUÍMICOS;2013;2201671,94
Turquía;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;75586853,7
Turquía;40 CAUCHO Y SUS MANUFACTURAS;2013;86684631,63
Turquía;41 PIELES (EXC. PELETER.), CUEROS;2013;2024699,3
Turquía;42 MANUFACT. DE CUERO, MARROQUINE;2013;12605772,08
Turquía;43 PELETERÍA Y SUS CONFECCIONES;2013;570114,34
Turquía;44 MADERA Y SUS MANUFACTURAS;2013;266469,23
Turquía;45 CORCHO Y SUS MANUFACTURAS;2013;388,02
Turquía;46 MANUFACTURAS DE CESTERÍA;2013;298,78
Turquía;47 PASTA DE MADERA, PAPEL RECICL.;2013;1020,44
Turquía;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;8757279,51
Turquía;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;293029,46
Turquía;50 SEDA;2013;27065,72
Turquía;51 LANA Y PELO FINO;2013;3251703,47
Turquía;52 ALGODÓN;2013;70680672,99
Turquía;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;565250,49
Turquía;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;37928935,92
Turquía;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;49886562,61
Turquía;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;13889991,17
Turquía;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;7205988,19
Turquía;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;3219774,77
Turquía;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;5882420,54
Turquía;60 TEJIDOS DE PUNTO;2013;6389225,91
Turquía;61 PRENDAS DE VESTIR, DE PUNTO;2013;640748325,2
Turquía;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;641287706,2
Turquía;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;45317488,04
Turquía;64 CALZADO, SUS PARTES;2013;1436035
Turquía;65 ARTÍCULOS DE SOMBRERERÍA;2013;68340,89
Turquía;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;29132,83
Turquía;67 PLUMAS Y PLUMÓN PREPARADOS;2013;1952,25
Turquía;68 MANUFACTURAS DE PIEDRA, YESO;2013;6775722,81
Turquía;69 PRODUCTOS CERÁMICOS;2013;8040103,05
Turquía;70 VIDRIO Y SUS MANUFACTURAS;2013;23023554,98
Turquía;71 PIEDRA, METAL. PRECIO., JOYER.;2013;11668942,58
Turquía;72 FUNDICIÓN, HIERRO Y ACERO;2013;109615820,4
Turquía;73 MANUF. DE FUNDIC., HIER./ACERO;2013;49993408,64
Turquía;74 COBRE Y SUS MANUFACTURAS;2013;8690456,89
Turquía;75 NÍQUEL Y SUS MANUFACTURAS;2013;61117,98
Turquía;76 ALUMINIO Y SUS MANUFACTURAS;2013;46932638,47
Turquía;78 PLOMO Y SUS MANUFACTURAS;2013;745220,04
Turquía;79 CINC Y SUS MANUFACTURAS;2013;92173,12
Turquía;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Turquía;81 OTROS METAL. COMUNES, CERMETS;2013;106640,76
Turquía;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;13678314,23
Turquía;83 MANUFACT. DIVERSAS DE METALES;2013;14198023,42
Turquía;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;262501742,6
Turquía;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;182642308,2
Turquía;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;691035,54
Turquía;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;493009527,7
Turquía;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;39777063,97
Turquía;89 BARCOS Y EMBARCACIONES;2013;207459,61
Turquía;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;7471371,82
Turquía;91 RELOJERÍA;2013;34731,41
Turquía;92 INSTRUMENTOS MUSICALES;2013;104055,36
Turquía;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;4791652,99
Turquía;94 MUEBLES, SILLAS, LÁMPARAS;2013;33619708,48
Turquía;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;1732900,62
Turquía;96 MANUFACTURAS DIVERSAS;2013;4755958,08
Turquía;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;33536,36
