País;Categoría;año;Valor
Bangladesh;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Bangladesh;24 TABACO Y SUS SUCEDÁNEOS;2013;3424,21
Bangladesh;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;82607,56
Bangladesh;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Bangladesh;27 COMBUSTIBLES, ACEITES MINERAL.;2013;61,8
Bangladesh;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;
Bangladesh;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;
Bangladesh;30 PRODUCTOS FARMACÉUTICOS;2013;9061,46
Bangladesh;31 ABONOS;2013;
Bangladesh;32 TANINO, MATERIAS COLORANTES, P;2013;
Bangladesh;33 ACEITES ESENCIALES, PERFUMER.;2013;15713,29
Bangladesh;34 JABONES, LUBRICANTES, CERAS;2013;
Bangladesh;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Bangladesh;36 PÓLVORAS Y EXPLOSIVOS;2013;
Bangladesh;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Bangladesh;38 OTROS PRODUCTOS QUÍMICOS;2013;
Bangladesh;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;757252,23
Bangladesh;40 CAUCHO Y SUS MANUFACTURAS;2013;
Bangladesh;41 PIELES (EXC. PELETER.), CUEROS;2013;11786428,49
Bangladesh;42 MANUFACT. DE CUERO, MARROQUINE;2013;3033257,79
Bangladesh;43 PELETERÍA Y SUS CONFECCIONES;2013;
Bangladesh;44 MADERA Y SUS MANUFACTURAS;2013;79,94
Bangladesh;45 CORCHO Y SUS MANUFACTURAS;2013;
Bangladesh;46 MANUFACTURAS DE CESTERÍA;2013;48394,48
Bangladesh;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Bangladesh;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;44047,76
Bangladesh;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;4678,19
Bangladesh;50 SEDA;2013;815,58
Bangladesh;51 LANA Y PELO FINO;2013;122,4
Bangladesh;52 ALGODÓN;2013;1867077,17
Bangladesh;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;2369682,81
Bangladesh;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;383,02
Bangladesh;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;7277,6
Bangladesh;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;17231,94
Bangladesh;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;144799,32
Bangladesh;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;2550,71
Bangladesh;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;
Bangladesh;60 TEJIDOS DE PUNTO;2013;1549,4
Bangladesh;61 PRENDAS DE VESTIR, DE PUNTO;2013;679240920,5
Bangladesh;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;498873203,1
Bangladesh;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;19433439,09
Bangladesh;64 CALZADO, SUS PARTES;2013;33740255
Bangladesh;65 ARTÍCULOS DE SOMBRERERÍA;2013;645325,89
Bangladesh;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;255,45
Bangladesh;67 PLUMAS Y PLUMÓN PREPARADOS;2013;32853,56
Bangladesh;68 MANUFACTURAS DE PIEDRA, YESO;2013;
Bangladesh;69 PRODUCTOS CERÁMICOS;2013;416127,43
Bangladesh;70 VIDRIO Y SUS MANUFACTURAS;2013;
Bangladesh;71 PIEDRA, METAL. PRECIO., JOYER.;2013;1720,24
Bangladesh;72 FUNDICIÓN, HIERRO Y ACERO;2013;
Bangladesh;73 MANUF. DE FUNDIC., HIER./ACERO;2013;104825,68
Bangladesh;74 COBRE Y SUS MANUFACTURAS;2013;395519,12
Bangladesh;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Bangladesh;76 ALUMINIO Y SUS MANUFACTURAS;2013;
Bangladesh;78 PLOMO Y SUS MANUFACTURAS;2013;
Bangladesh;79 CINC Y SUS MANUFACTURAS;2013;
Bangladesh;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Bangladesh;81 OTROS METAL. COMUNES, CERMETS;2013;
Bangladesh;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;322,71
Bangladesh;83 MANUFACT. DIVERSAS DE METALES;2013;77
Bangladesh;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;10996,6
Bangladesh;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;9766,45
Bangladesh;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Bangladesh;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;1587028,92
Bangladesh;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;
Bangladesh;89 BARCOS Y EMBARCACIONES;2013;
Bangladesh;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;1783,75
Bangladesh;91 RELOJERÍA;2013;51,03
Bangladesh;92 INSTRUMENTOS MUSICALES;2013;
Bangladesh;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Bangladesh;94 MUEBLES, SILLAS, LÁMPARAS;2013;1496377,82
Bangladesh;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;176884,98
Bangladesh;96 MANUFACTURAS DIVERSAS;2013;4638,73
Bangladesh;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;
Bangladesh;98 CONJUNT. INDUST., REGL. 840/96;2013;
Bangladesh;99 CONJUNT. DE OTROS PRODUCTOS;2013;27460,08
Bielorrusia;00 COMERCIO CONFIDENCIAL;2013;
Bielorrusia;01 ANIMALES VIVOS;2013;
Bielorrusia;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Bielorrusia;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;
Bielorrusia;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Bielorrusia;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;54820,21
Bielorrusia;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;
Bielorrusia;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;4374
Bielorrusia;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;278279
Bielorrusia;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;
Bielorrusia;10 CEREALES;2013;
Bielorrusia;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Bielorrusia;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;
Bielorrusia;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Bielorrusia;14 MATERIAS TRENZABLES;2013;
Bielorrusia;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;
Bielorrusia;16 CONSERVAS DE CARNE O PESCADO;2013;
Bielorrusia;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;
Bielorrusia;18 CACAO Y SUS PREPARACIONES;2013;
Bielorrusia;19 PRODUC. DE CEREALES, DE PASTEL;2013;
Bielorrusia;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;
Bielorrusia;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;87,15
Bielorrusia;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;
Bielorrusia;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Bielorrusia;24 TABACO Y SUS SUCEDÁNEOS;2013;
Bielorrusia;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;142,85
Bielorrusia;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Bielorrusia;27 COMBUSTIBLES, ACEITES MINERAL.;2013;24588096,4
Bielorrusia;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;
Bielorrusia;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;2894418,44
Bielorrusia;30 PRODUCTOS FARMACÉUTICOS;2013;608047,27
Bielorrusia;31 ABONOS;2013;12351352,24
Bielorrusia;32 TANINO, MATERIAS COLORANTES, P;2013;
Bielorrusia;33 ACEITES ESENCIALES, PERFUMER.;2013;
Bielorrusia;34 JABONES, LUBRICANTES, CERAS;2013;75,18
Bielorrusia;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Bielorrusia;36 PÓLVORAS Y EXPLOSIVOS;2013;
Bielorrusia;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Bielorrusia;38 OTROS PRODUCTOS QUÍMICOS;2013;4073,34
Bielorrusia;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;296686,5
Bielorrusia;40 CAUCHO Y SUS MANUFACTURAS;2013;562,61
Bielorrusia;41 PIELES (EXC. PELETER.), CUEROS;2013;159164,18
Bielorrusia;42 MANUFACT. DE CUERO, MARROQUINE;2013;
Bielorrusia;43 PELETERÍA Y SUS CONFECCIONES;2013;
Bielorrusia;44 MADERA Y SUS MANUFACTURAS;2013;292084,26
Bielorrusia;45 CORCHO Y SUS MANUFACTURAS;2013;
Bielorrusia;46 MANUFACTURAS DE CESTERÍA;2013;
Bielorrusia;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Bielorrusia;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;194,3
Bielorrusia;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;19621,06
Bielorrusia;50 SEDA;2013;
Bielorrusia;51 LANA Y PELO FINO;2013;
Bielorrusia;52 ALGODÓN;2013;
Bielorrusia;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Bielorrusia;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;2033949,33
Bielorrusia;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;182399,04
Bielorrusia;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;
Bielorrusia;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Bielorrusia;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;
Bielorrusia;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;
Bielorrusia;60 TEJIDOS DE PUNTO;2013;4446,52
Bielorrusia;61 PRENDAS DE VESTIR, DE PUNTO;2013;2346,22
Bielorrusia;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;149964,24
Bielorrusia;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;68,86
Bielorrusia;64 CALZADO, SUS PARTES;2013;
Bielorrusia;65 ARTÍCULOS DE SOMBRERERÍA;2013;983,96
Bielorrusia;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Bielorrusia;67 PLUMAS Y PLUMÓN PREPARADOS;2013;
Bielorrusia;68 MANUFACTURAS DE PIEDRA, YESO;2013;361951,89
Bielorrusia;69 PRODUCTOS CERÁMICOS;2013;
Bielorrusia;70 VIDRIO Y SUS MANUFACTURAS;2013;15537,67
Bielorrusia;71 PIEDRA, METAL. PRECIO., JOYER.;2013;
Bielorrusia;72 FUNDICIÓN, HIERRO Y ACERO;2013;
Bielorrusia;73 MANUF. DE FUNDIC., HIER./ACERO;2013;39091,25
Bielorrusia;74 COBRE Y SUS MANUFACTURAS;2013;
Bielorrusia;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Bielorrusia;76 ALUMINIO Y SUS MANUFACTURAS;2013;
Bielorrusia;78 PLOMO Y SUS MANUFACTURAS;2013;
Bielorrusia;79 CINC Y SUS MANUFACTURAS;2013;
Bielorrusia;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Bielorrusia;81 OTROS METAL. COMUNES, CERMETS;2013;
Bielorrusia;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;222029,37
Bielorrusia;83 MANUFACT. DIVERSAS DE METALES;2013;3019,67
Bielorrusia;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;81560,55
Bielorrusia;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;6177,92
Bielorrusia;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Bielorrusia;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;19878,25
Bielorrusia;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;
Bielorrusia;89 BARCOS Y EMBARCACIONES;2013;
Bielorrusia;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;835603,43
Bielorrusia;91 RELOJERÍA;2013;4747,51
Bielorrusia;92 INSTRUMENTOS MUSICALES;2013;8044,6
Bielorrusia;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Bielorrusia;94 MUEBLES, SILLAS, LÁMPARAS;2013;549237,65
Bielorrusia;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;185967,99
Bielorrusia;96 MANUFACTURAS DIVERSAS;2013;
Bielorrusia;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;2816,42
Bielorrusia;98 CONJUNT. INDUST., REGL. 840/96;2013;
Bielorrusia;99 CONJUNT. DE OTROS PRODUCTOS;2013;3015,62
Camboya;00 COMERCIO CONFIDENCIAL;2013;
Camboya;01 ANIMALES VIVOS;2013;
Camboya;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Camboya;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;
Camboya;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Camboya;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Camboya;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;
Camboya;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;
Camboya;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;
Camboya;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;
Camboya;10 CEREALES;2013;5125778,04
Camboya;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Camboya;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;
Camboya;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Camboya;14 MATERIAS TRENZABLES;2013;
Camboya;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;
Camboya;16 CONSERVAS DE CARNE O PESCADO;2013;
Camboya;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;1681687,57
Camboya;18 CACAO Y SUS PREPARACIONES;2013;
Camboya;19 PRODUC. DE CEREALES, DE PASTEL;2013;
Camboya;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;
Camboya;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;
Camboya;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;
Camboya;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Camboya;24 TABACO Y SUS SUCEDÁNEOS;2013;
Camboya;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;693,92
Camboya;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Camboya;27 COMBUSTIBLES, ACEITES MINERAL.;2013;
Camboya;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;
Camboya;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;
Camboya;30 PRODUCTOS FARMACÉUTICOS;2013;6289,71
Camboya;31 ABONOS;2013;
Camboya;32 TANINO, MATERIAS COLORANTES, P;2013;
Camboya;33 ACEITES ESENCIALES, PERFUMER.;2013;116,89
Camboya;34 JABONES, LUBRICANTES, CERAS;2013;
Camboya;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Camboya;36 PÓLVORAS Y EXPLOSIVOS;2013;
Camboya;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Camboya;38 OTROS PRODUCTOS QUÍMICOS;2013;24000
Camboya;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;16284,76
Camboya;40 CAUCHO Y SUS MANUFACTURAS;2013;389065,7
Camboya;41 PIELES (EXC. PELETER.), CUEROS;2013;
Camboya;42 MANUFACT. DE CUERO, MARROQUINE;2013;99561,26
Camboya;43 PELETERÍA Y SUS CONFECCIONES;2013;
Camboya;44 MADERA Y SUS MANUFACTURAS;2013;3695,49
Camboya;45 CORCHO Y SUS MANUFACTURAS;2013;
Camboya;46 MANUFACTURAS DE CESTERÍA;2013;
Camboya;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Camboya;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;1242
Camboya;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;336,12
Camboya;50 SEDA;2013;
Camboya;51 LANA Y PELO FINO;2013;
Camboya;52 ALGODÓN;2013;
Camboya;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Camboya;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;16821,95
Camboya;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;
Camboya;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;
Camboya;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Camboya;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;
Camboya;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;
Camboya;60 TEJIDOS DE PUNTO;2013;
Camboya;61 PRENDAS DE VESTIR, DE PUNTO;2013;133563017,1
Camboya;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;76267512,08
Camboya;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;730309,86
Camboya;64 CALZADO, SUS PARTES;2013;14436496,87
Camboya;65 ARTÍCULOS DE SOMBRERERÍA;2013;109744,38
Camboya;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Camboya;67 PLUMAS Y PLUMÓN PREPARADOS;2013;135,56
Camboya;68 MANUFACTURAS DE PIEDRA, YESO;2013;
Camboya;69 PRODUCTOS CERÁMICOS;2013;
Camboya;70 VIDRIO Y SUS MANUFACTURAS;2013;
Camboya;71 PIEDRA, METAL. PRECIO., JOYER.;2013;4037,75
Camboya;72 FUNDICIÓN, HIERRO Y ACERO;2013;
Camboya;73 MANUF. DE FUNDIC., HIER./ACERO;2013;546,75
Camboya;74 COBRE Y SUS MANUFACTURAS;2013;
Camboya;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Camboya;76 ALUMINIO Y SUS MANUFACTURAS;2013;
Camboya;78 PLOMO Y SUS MANUFACTURAS;2013;
Camboya;79 CINC Y SUS MANUFACTURAS;2013;
Camboya;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Camboya;81 OTROS METAL. COMUNES, CERMETS;2013;
Camboya;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;
Camboya;83 MANUFACT. DIVERSAS DE METALES;2013;278,73
Camboya;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;139,92
Camboya;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;95170,98
Camboya;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Camboya;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;1289116,97
Camboya;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;
Camboya;89 BARCOS Y EMBARCACIONES;2013;
Camboya;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;300,7
Camboya;91 RELOJERÍA;2013;
Camboya;92 INSTRUMENTOS MUSICALES;2013;
Camboya;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Camboya;94 MUEBLES, SILLAS, LÁMPARAS;2013;
Camboya;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;14149,12
Camboya;96 MANUFACTURAS DIVERSAS;2013;47769,92
Camboya;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;953,83
Camboya;98 CONJUNT. INDUST., REGL. 840/96;2013;
Camboya;99 CONJUNT. DE OTROS PRODUCTOS;2013;7029,88
China;00 COMERCIO CONFIDENCIAL;2013;
China;01 ANIMALES VIVOS;2013;861582,57
China;02 CARNE Y DESPOJOS COMESTIBLES;2013;3110,66
China;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;218467989,3
China;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;21217659,82
China;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;20542802,32
China;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;795701,04
China;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;30709731,94
China;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;14285634,63
China;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;41427697,89
China;10 CEREALES;2013;235833,09
China;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;122902,07
China;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;65511917,92
China;13 JUGOS Y EXTRACTOS VEGETALES;2013;21795327,19
China;14 MATERIAS TRENZABLES;2013;3526655,48
China;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;2098993,29
China;16 CONSERVAS DE CARNE O PESCADO;2013;47977566,42
China;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;4735964,53
China;18 CACAO Y SUS PREPARACIONES;2013;1082189,68
China;19 PRODUC. DE CEREALES, DE PASTEL;2013;6133989,76
China;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;76922135,57
China;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;3615682,59
China;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;1626401,76
China;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;10020132,65
China;24 TABACO Y SUS SUCEDÁNEOS;2013;3366252,78
China;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;23368293,46
China;26 MINERALES, ESCORIAS Y CENIZAS;2013;4127690,02
China;27 COMBUSTIBLES, ACEITES MINERAL.;2013;14254749,67
China;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;116117766,2
China;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;757573430,9
China;30 PRODUCTOS FARMACÉUTICOS;2013;33930250,63
China;31 ABONOS;2013;2557254,69
China;32 TANINO, MATERIAS COLORANTES, P;2013;69535698,34
China;33 ACEITES ESENCIALES, PERFUMER.;2013;63684695,09
China;34 JABONES, LUBRICANTES, CERAS;2013;15295668,81
China;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;15293920,21
China;36 PÓLVORAS Y EXPLOSIVOS;2013;7899522,79
China;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;12706903,92
China;38 OTROS PRODUCTOS QUÍMICOS;2013;60656412,11
China;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;438196053,8
China;40 CAUCHO Y SUS MANUFACTURAS;2013;245033295,2
China;41 PIELES (EXC. PELETER.), CUEROS;2013;24549697,63
China;42 MANUFACT. DE CUERO, MARROQUINE;2013;559117438,7
China;43 PELETERÍA Y SUS CONFECCIONES;2013;14806703,69
China;44 MADERA Y SUS MANUFACTURAS;2013;75593388,19
China;45 CORCHO Y SUS MANUFACTURAS;2013;452866,14
China;46 MANUFACTURAS DE CESTERÍA;2013;20175663,14
China;47 PASTA DE MADERA, PAPEL RECICL.;2013;38836,11
China;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;81834738,42
China;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;78077898,03
China;50 SEDA;2013;7025185,17
China;51 LANA Y PELO FINO;2013;4899292,37
China;52 ALGODÓN;2013;42261231,91
China;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;5879245,96
China;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;124114060,9
China;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;70793656,4
China;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;28937790,35
China;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;22621173,49
China;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;29228196,48
China;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;31218966,05
China;60 TEJIDOS DE PUNTO;2013;37996026,57
China;61 PRENDAS DE VESTIR, DE PUNTO;2013;1182655934
China;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;1423991687
China;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;236892549,1
China;64 CALZADO, SUS PARTES;2013;789654442,1
China;65 ARTÍCULOS DE SOMBRERERÍA;2013;72227514,58
China;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;44736317,8
China;67 PLUMAS Y PLUMÓN PREPARADOS;2013;29419150,79
China;68 MANUFACTURAS DE PIEDRA, YESO;2013;48411571,34
China;69 PRODUCTOS CERÁMICOS;2013;85331162,91
China;70 VIDRIO Y SUS MANUFACTURAS;2013;127555551,9
China;71 PIEDRA, METAL. PRECIO., JOYER.;2013;108292355,8
China;72 FUNDICIÓN, HIERRO Y ACERO;2013;376712058,1
China;73 MANUF. DE FUNDIC., HIER./ACERO;2013;377259947,2
China;74 COBRE Y SUS MANUFACTURAS;2013;35500557,58
China;75 NÍQUEL Y SUS MANUFACTURAS;2013;5204645,94
China;76 ALUMINIO Y SUS MANUFACTURAS;2013;138211509,9
China;78 PLOMO Y SUS MANUFACTURAS;2013;179799,38
China;79 CINC Y SUS MANUFACTURAS;2013;3864211,85
China;80 ESTAÑO Y SUS MANUFACTURAS;2013;7335818,27
China;81 OTROS METAL. COMUNES, CERMETS;2013;32729394,18
China;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;147179745,1
China;83 MANUFACT. DIVERSAS DE METALES;2013;198734058,9
China;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;2583225898
China;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;3287061373
China;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;15383848,01
China;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;263857428,4
China;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;3801412,53
China;89 BARCOS Y EMBARCACIONES;2013;16304065,75
China;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;284429479,2
China;91 RELOJERÍA;2013;168683834,6
China;92 INSTRUMENTOS MUSICALES;2013;14504986,08
China;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;2941267,84
China;94 MUEBLES, SILLAS, LÁMPARAS;2013;664627629,7
China;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;688400885
China;96 MANUFACTURAS DIVERSAS;2013;136941137,8
China;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;3230524,65
China;98 CONJUNT. INDUST., REGL. 840/96;2013;
China;99 CONJUNT. DE OTROS PRODUCTOS;2013;21189479,92
Colombia;00 COMERCIO CONFIDENCIAL;2013;
Colombia;01 ANIMALES VIVOS;2013;7740,59
Colombia;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Colombia;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;7401760,51
Colombia;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Colombia;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;179440,74
Colombia;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;21015291,09
Colombia;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;126209,46
Colombia;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;23452714,03
Colombia;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;42439292,71
Colombia;10 CEREALES;2013;1390,07
Colombia;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;2592293,75
Colombia;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;3674,03
Colombia;13 JUGOS Y EXTRACTOS VEGETALES;2013;8623,85
Colombia;14 MATERIAS TRENZABLES;2013;7680,74
Colombia;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;2321800,21
Colombia;16 CONSERVAS DE CARNE O PESCADO;2013;2038967,22
Colombia;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;5331755,78
Colombia;18 CACAO Y SUS PREPARACIONES;2013;4156155,71
Colombia;19 PRODUC. DE CEREALES, DE PASTEL;2013;2026693,15
Colombia;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;1721789,21
